PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA1616,,conserved hypothetical protein,881886,PA14_43620
PA1617,,probable AMP-binding enzyme,881885,PA14_43610
PA1618,,conserved hypothetical protein,881899,PA14_43600
PA1619,,probable transcriptional regulator,881976,PA14_43580
PA1620,,hypothetical protein,881943,PA14_43570
PA1621,,probable hydrolase,881893,PA14_43550
PA1622,,probable hydrolase,881887,PA14_43540
PA1623,,conserved hypothetical protein,881883,PA14_43530
PA1624,,hypothetical protein,881888,PA14_43520
PA1625,,conserved hypothetical protein,878498,PA14_43510
PA1626,,probable major facilitator superfamily (MFS) transporter,879305,PA14_43490
PA1627,,probable transcriptional regulator,883125,PA14_43480
PA1628,,probable 3-hydroxyacyl-CoA dehydrogenase,883106,PA14_43460
PA1629,,probable enoyl-CoA hydratase/isomerase,879291,PA14_43440
PA1630,,probable transcriptional regulator,879279,PA14_43430
PA1631,,probable acyl-CoA dehydrogenase,883087,PA14_43420
PA1632,kdpF,KdpF protein,883027,PA14_43405
PA1633,kdpA,"potassium-transporting ATPase, A chain",883055,PA14_43400
PA1634,kdpB,"potassium-transporting ATPase, B chain",883011,PA14_43380
PA1635,kdpC,"potassium-transporting ATPase, C chain",883003,PA14_43370
PA1636,kdpD,two-component sensor KdpD,883029,PA14_43350
PA1637,kdpE,two-component response regulator KdpE,883014,PA14_43340
PA1638,,conserved hypothetical protein,883013,PA14_43320
PA1639,,hypothetical protein,882995,PA14_43310
PA1640,,conserved hypothetical protein,878644,PA14_43300
PA1641,,hypothetical protein,882111,PA14_43290
PA1642,selD,selenophosphate synthetase,877775,PA14_43280
PA1643,,conserved hypothetical protein,878548,PA14_43270
PA1644,,conserved hypothetical protein,878453,PA14_43240
PA1645,,hypothetical protein,878657,PA14_43230
PA1646,,probable chemotaxis transducer,877903,PA14_43220
PA1647,,probable sulfate transporter,879622,PA14_43200
PA1648,,probable oxidoreductase,882158,PA14_43190
PA1649,,probable short-chain dehydrogenase,878266,PA14_43180
PA1650,,probable transporter,879683,PA14_43170
PA1651,,probable transporter,878166,PA14_43160
PA1652,,hypothetical protein,877950,PA14_43150
PA1653,,probable transcriptional regulator,880610,PA14_43140
PA1654,,probable aminotransferase,881937,PA14_43130
PA1655,,probable glutathione S-transferase,882280,PA14_43110
PA1656,hsiA2,HsiA2,882166,PA14_43050
PA1657,hsiB2,HsiB2,879559,PA14_43040
PA1658,hsiC2,HsiC2,879592,PA14_43030
PA1659,hsiF2,HsiF2,880734,PA14_43020
PA1660,hsiG2,HsiG2,880603,PA14_43000
PA1661,hsiH2,HsiH2,880788,PA14_42990
PA1662,clpV2,clpV2,878010,PA14_42980
PA1663,sfa2,Sfa2,880608,PA14_42970
PA1664,orfX,OrfX,880635,PA14_42960
PA1665,fha2,Fha2,881944,PA14_42950
PA1666,lip2,Lip2,882020,PA14_42940
PA1667,hsiJ2,HsiJ2,881962,PA14_42920
PA1668,dotU2,DotU2,882100,PA14_42910
PA1669,icmF2,IcmF2,882077,PA14_42900
PA1670,stp1,Stp1,882277,PA14_42890
PA1671,stk1,Stk1,883070,PA14_42880
PA1672,,hypothetical protein,883025,PA14_42870
PA1673,,hypothetical protein,879280,PA14_42860
PA1674,folE2,GTP cyclohydrolase I precursor,879308,PA14_42850
PA1675,,conserved hypothetical protein,883104,PA14_42840
PA1676,,hypothetical protein,883063,PA14_42830
PA1677,,conserved hypothetical protein,878547,PA14_42820
PA1678,,probable DNA methylase,878096,PA14_42790
PA1679,,hypothetical protein,883102,PA14_42780
PA1680,,hypothetical protein,883028,PA14_42770
PA1681,aroC,chorismate synthase,879481,PA14_42760
PA1682,,probable MFS metabolite transporter,879440,PA14_42750
PA1683,,probable sugar aldolase,877627,PA14_42740
PA1684,,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase MtnD",877764,PA14_42730
PA1685,masA,enolase-phosphatase E-1,878111,PA14_42720
PA1686,alkA,DNA-3-methyladenine glycosidase II,878163,PA14_42700
PA1687,speE,spermidine synthase,883061,PA14_42690
PA1688,,hypothetical protein,877831,PA14_42680
PA1689,,conserved hypothetical protein,879257,PA14_42670
PA1690,pscU,translocation protein in type III secretion,879536,PA14_42660
PA1691,pscT,translocation protein in type III secretion,877821,PA14_42640
PA1692,,probable translocation protein in type III secretion,878528,PA14_42630
PA1693,pscR,translocation protein in type III secretion,879755,PA14_42620
PA1694,pscQ,translocation protein in type III secretion,883123,PA14_42610
PA1695,pscP,translocation protein in type III secretion,883100,PA14_42600
PA1696,pscO,translocation protein in type III secretion,878091,PA14_42580
PA1697,,ATP synthase in type III secretion system,879763,PA14_42570
PA1698,popN,Type III secretion outer membrane protein PopN precursor,879266,PA14_42550
PA1699,pcr1,Pcr1,877934,PA14_42540
PA1700,pcr2,Pcr2,878424,PA14_42530
PA1701,pcr3,Pcr3,878430,PA14_42520
PA1702,pcr4,Pcr4,877803,PA14_42510
PA1703,pcrD,type III secretory apparatus protein PcrD,878081,PA14_42500
PA1704,pcrR,transcriptional regulator protein PcrR,879260,PA14_42490
PA1705,pcrG,regulator in type III secretion,879383,PA14_42480
PA1706,pcrV,type III secretion protein PcrV,882997,PA14_42470
PA1707,pcrH,regulatory protein PcrH,879267,PA14_42460
PA1708,popB,translocator protein PopB,880867,PA14_42450
PA1709,popD,Translocator outer membrane protein PopD precursor,879358,PA14_42440
PA1710,exsC,"ExsC, exoenzyme S synthesis protein C precursor.",878452,PA14_42430
PA1711,exsE,ExsE,880941,PA14_42410
PA1712,exsB,exoenzyme S synthesis protein B,878557,PA14_42400
PA1713,exsA,transcriptional regulator ExsA,879712,PA14_42390
PA1714,exsD,ExsD,880880,PA14_42380
PA1715,pscB,type III export apparatus protein,879568,PA14_42360
PA1716,pscC,Type III secretion outer membrane protein PscC precursor,881978,PA14_42350
PA1717,pscD,type III export protein PscD,877924,PA14_42340
PA1718,pscE,type III export protein PscE,881908,PA14_42320
PA1719,pscF,type III export protein PscF,879634,PA14_42310
PA1720,pscG,type III export protein PscG,881982,PA14_42300
PA1721,pscH,type III export protein PscH,880612,PA14_42290
PA1722,pscI,type III export protein PscI,879567,PA14_42280
PA1723,pscJ,type III export protein PscJ,881901,PA14_42270
PA1724,pscK,type III export protein PscK,880809,PA14_42260
PA1725,pscL,type III export protein PscL,880738,PA14_42250
PA1726,bglX,periplasmic beta-glucosidase,877660,PA14_42230
PA1727,mucR,MucR,881914,PA14_42220
PA1728,,hypothetical protein,879468,PA14_42200
PA1729,,conserved hypothetical protein,877965,PA14_42180
PA1730,,conserved hypothetical protein,880906,PA14_42160
PA1731,,conserved hypothetical protein,877719,PA14_42150
PA1732,,conserved hypothetical protein,878043,PA14_42140
PA1733,,conserved hypothetical protein,878193,PA14_42130
PA1734,,hypothetical protein,877587,PA14_42120
PA1735,,hypothetical protein,879718,PA14_42100
PA1736,,probable acyl-CoA thiolase,879646,PA14_42090
PA1737,,probable 3-hydroxyacyl-CoA dehydrogenase,878600,PA14_42080
PA1738,,probable transcriptional regulator,882035,PA14_42060
PA1739,,probable oxidoreductase,882050,PA14_42050
PA1740,,hypothetical protein,878535,PA14_42030
PA1741,,hypothetical protein,880692,PA14_42020
PA1742,pauD2,Glutamine amidotransferase class I,882018,PA14_42010
PA1743,,hypothetical protein,881953,PA14_42000
PA1744,,hypothetical protein,881964,PA14_41990
PA1745,,hypothetical protein,881939,PA14_41980
PA1746,,hypothetical protein,880666,PA14_41970
PA1747,,hypothetical protein,882082,PA14_41960
PA1748,,probable enoyl-CoA hydratase/isomerase,882129,PA14_41950
PA1749,,hypothetical protein,882108,PA14_41930
PA1750,,phospho-2-dehydro-3-deoxyheptonate aldolase,882053,PA14_41920
PA1751,,hypothetical protein,883073,PA14_41910
PA1752,,hypothetical protein,883128,PA14_41900
PA1753,,conserved hypothetical protein,883131,PA14_41880
PA1754,cysB,transcriptional regulator CysB,883007,PA14_41870
PA1755,,hypothetical protein,879771,PA14_41860
PA1756,cysH,3'-phosphoadenosine-5'-phosphosulfate reductase,878560,PA14_41840
PA1757,thrH,homoserine kinase,877969,PA14_41830
PA1758,pabB,para-aminobenzoate synthase component I,879428,PA14_41820
PA1759,,probable transcriptional regulator,878000,PA14_41810
PA1760,,probable transcriptional regulator,880934,PA14_41800
PA1761,,hypothetical protein,880932,PA14_41790
PA1762,,hypothetical protein,877925,PA14_41780
PA1763,,hypothetical protein,878031,PA14_41760
PA1764,,hypothetical protein,877939,PA14_41750
PA1765,,hypothetical protein,878293,PA14_41740
PA1766,,hypothetical protein,877800,PA14_41730
PA1767,,hypothetical protein,880717,PA14_41710
PA1768,,hypothetical protein,880715,PA14_41690
PA1769,,conserved hypothetical protein,880724,PA14_41680
PA1770,ppsA,phosphoenolpyruvate synthase,878597,PA14_41670
PA1771,estX,EstX,878175,PA14_41650
PA1772,,probable methyltransferase,880779,PA14_41640
PA1773,cmaX,CmaX protein,880766,PA14_41630
PA1774,crfX,CrfX protein,878580,PA14_41610
PA1775,cmpX,"conserved cytoplasmic membrane protein, CmpX protein",877590,PA14_41590
PA1776,sigX,ECF sigma factor SigX,878527,PA14_41575
PA1777,oprF,Major porin and structural outer membrane porin OprF precursor,878442,PA14_41570
PA1778,cobA,uroporphyrin-III C-methyltransferase,877770,PA14_41563
PA1779,,assimilatory nitrate reductase,878151,PA14_41560
PA1780,nirD,assimilatory nitrite reductase small subunit,878289,PA14_41540
PA1781,nirB,assimilatory nitrite reductase large subunit,877714,PA14_41530
PA1781.1,nalA,nitrogen assimilation leader A (NalA),6965624,
PA1782,,probable serine/threonine-protein kinase,878606,PA14_41520
PA1783,nasA,nitrate transporter,877748,PA14_41510
PA1784,,hypothetical protein,880007,PA14_41500
PA1785,nasT,NasT,879976,PA14_41490
PA1786,nasS,NasS,879971,PA14_41480
PA1787,acnB,aconitate hydratase 2,879984,PA14_41470
PA1788,,hypothetical protein,879746,PA14_41450
PA1789,,hypothetical protein,878755,PA14_41440
PA1790,,hypothetical protein,879935,PA14_41430
PA1791,,hypothetical protein,879958,PA14_41420
PA1792,,conserved hypothetical protein,878790,PA14_41400
PA1793,ppiB,peptidyl-prolyl cis-trans isomerase B,880667,PA14_41390
PA1794,glnS,glutaminyl-tRNA synthetase,878828,PA14_41380
PA1795,cysS,cysteinyl-tRNA synthetase,880609,PA14_41360
PA1796,folD,"5,10-methylene-tetrahydrofolate dehydrogenase / cyclohydrolase",880636,PA14_41350
PA1796.1,,tRNA-Arg,3240275,
PA1796.2,,tRNA-His,3240268,
PA1796.3,,tRNA-Leu,3240279,
PA1797,,hypothetical protein,878296,PA14_41280
PA1798,parS,"two-component sensor, ParS",878335,PA14_41270
PA1799,parR,"two-component response regulator, ParR",878354,PA14_41260
PA1800,tig,trigger factor,877637,PA14_41250
PA1801,clpP,ClpP,878359,PA14_41240
PA1802,clpX,ClpX,878307,PA14_41230
PA1803,lon,Lon protease,877926,PA14_41220
PA1804,hupB,DNA-binding protein HU,878308,PA14_41210
PA1804.1,,tRNA-Asp,3240258,
PA1805,ppiD,peptidyl-prolyl cis-trans isomerase D,878369,PA14_41190
PA1806,fabI,NADH-dependent enoyl-ACP reductase,878311,PA14_41170
PA1807,nppD,NppD,878351,PA14_41160
PA1808,nppC,NppC,881977,PA14_41150
PA1809,nppB,NppB,878361,PA14_41140
PA1810,nppA2,NppA2,880658,PA14_41130
PA1811,nppA1,NppA1,878407,PA14_41110
PA1812,mltD,membrane-bound lytic murein transglycosylase D precursor,878304,PA14_41090
PA1813,,probable hydroxyacylglutathione hydrolase,878377,PA14_41080
PA1814,kerV,KerV,880626,PA14_41070
PA1815,rnhA,ribonuclease H,878252,PA14_41060
PA1816,dnaQ,"DNA polymerase III, epsilon chain",877654,PA14_41050
PA1817,,hypothetical protein,877725,PA14_41030
PA1818,cadA,lysine decarboxylase,878596,PA14_41020
PA1819,,probable amino acid permease,879555,PA14_41010
PA1820,nhaB,sodium/proton antiporter NhaB,877826,PA14_41000
PA1821,,probable enoyl-CoA hydratase/isomerase,877747,PA14_40980
PA1822,fimL,hypothetical protein,881776,PA14_40960
PA1823,nudC,NudC,880282,PA14_40950
PA1824,,conserved hypothetical protein,880290,PA14_40940
PA1825,,hypothetical protein,881802,PA14_40930
PA1826,,probable transcriptional regulator,881785,PA14_40910
PA1827,,probable short-chain dehydrogenase,881733,PA14_40900
PA1828,,probable short-chain dehydrogenase,881724,PA14_40890
PA1829,,hypothetical protein,881524,PA14_40880
PA1830,,hypothetical protein,881929,PA14_40860
PA1831,,hypothetical protein,877598,PA14_40850
PA1832,,probable protease,880624,PA14_40840
PA1833,,probable oxidoreductase,882003,PA14_40830
PA1834,,hypothetical protein,,
PA1835,,hypothetical protein,878061,PA14_40800
PA1836,,probable transcriptional regulator,880628,PA14_40790
PA1837,,hypothetical protein,880640,PA14_40780
PA1838,cysI,sulfite reductase,878581,PA14_40770
PA1839,,hypothetical protein,880671,PA14_40730
PA1840,,hypothetical protein,880616,PA14_40710
PA1841,,hypothetical protein,880753,PA14_40700
PA1842,,hypothetical protein,880647,PA14_40690
PA1843,metH,methionine synthase,880631,PA14_40670
PA1844,tse1,Tse1,880830,PA14_40660
PA1845,tsi1,Tsi1,880643,PA14_40650
PA1846,cti,cis/trans isomerase,880800,PA14_40640
PA1847,nfuA,NfuA,880675,PA14_40630
PA1848,,probable major facilitator superfamily (MFS) transporter,880819,PA14_40620
PA1849,,conserved hypothetical protein,880644,PA14_40610
PA1850,,probable transcriptional regulator,882070,PA14_40600
PA1851,,hypothetical protein,882094,PA14_40570
PA1852,,hypothetical protein,882101,PA14_40560
PA1853,,probable transcriptional regulator,880719,PA14_40550
PA1854,,conserved hypothetical protein,882032,PA14_40540
PA1855,,hypothetical protein,880682,PA14_40520
PA1856,,probable cytochrome oxidase subunit,882109,PA14_40510
PA1857,,conserved hypothetical protein,879188,PA14_40490
PA1858,str,streptomycin 3''-phosphotransferase,882015,PA14_40450
PA1859,,probable transcriptional regulator,882037,PA14_40440
PA1860,,hypothetical protein,882068,PA14_40430
PA1861,modC,molybdenum transport protein ModC,882019,PA14_40420
PA1862,modB,molybdenum transport protein ModB,882065,PA14_40410
PA1863,modA,molybdate-binding periplasmic protein precursor ModA,877661,PA14_40390
PA1864,,probable transcriptional regulator,882107,PA14_40380
PA1865,,hypothetical protein,877940,PA14_40370
PA1866,,hypothetical protein,882110,PA14_40350
PA1867,xphA,XphA,878024,PA14_40330
PA1868,xqhA,secretion protein XqhA,878598,PA14_40320
PA1869,,probable acyl carrier protein,881955,PA14_40310
PA1870,,hypothetical protein,877596,PA14_40300
PA1871,lasA,LasA protease precursor,878260,PA14_40290
PA1872,,hypothetical protein,881968,PA14_40280
PA1873,,hypothetical protein,878412,PA14_40270
PA1874,,hypothetical protein,882263,PA14_40260
PA1875,,probable outer membrane protein precursor,882209,PA14_40250
PA1876,,probable ATP-binding/permease fusion ABC transporter,882231,PA14_40240
PA1877,,probable secretion protein,883045,PA14_40230
PA1878,,hypothetical protein,877972,PA14_40220
PA1879,,hypothetical protein,879624,PA14_40210
PA1880,,probable oxidoreductase,877679,PA14_40200
PA1881,,probable oxidoreductase,880922,PA14_40180
PA1882,,probable transporter,880936,PA14_40170
PA1883,,probable NADH-ubiquinone/plastoquinone oxidoreductase,881501,PA14_40160
PA1884,,probable transcriptional regulator,879933,PA14_40150
PA1885,,conserved hypothetical protein,878761,PA14_40130
PA1886,polB,DNA polymerase II,878669,PA14_40120
PA1887,,hypothetical protein,879131,PA14_40110
PA1888,,hypothetical protein,880436,PA14_40100
PA1889,,hypothetical protein,879177,PA14_40080
PA1890,,probable glutathione S-transferase,880567,PA14_40070
PA1891,,hypothetical protein,878094,PA14_40060
PA1892,,hypothetical protein,882161,PA14_40050
PA1893,,hypothetical protein,878539,PA14_40040
PA1894,,hypothetical protein,878929,PA14_40030
PA1895,,hypothetical protein,878075,PA14_40020
PA1896,,hypothetical protein,878630,PA14_40010
PA1897,,hypothetical protein,880632,PA14_39990
PA1898,qscR,quorum-sensing control repressor,880650,PA14_39980
PA1899,phzA2,probable phenazine biosynthesis protein,878477,PA14_39970
PA1900,phzB2,probable phenazine biosynthesis protein,878211,PA14_39960
PA1901,phzC2,phenazine biosynthesis protein PhzC,882061,PA14_39945
PA1902,phzD2,phenazine biosynthesis protein PhzD,881873,PA14_09450
PA1903,phzE2,phenazine biosynthesis protein PhzE,882029,PA14_09440
PA1904,phzF2,probable phenazine biosynthesis protein,879183,"PA14_09420, PA14_39890"
PA1905,phzG2,probable pyridoxamine 5'-phosphate oxidase,880482,PA14_09410
PA1906,,hypothetical protein,881995,PA14_39870
PA1907,,hypothetical protein,879184,PA14_39860
PA1908,,probable major facilitator superfamily (MFS) transporter,877833,PA14_39850
PA1909,,hypothetical protein,877697,PA14_39830
PA1910,femA,"ferric-mycobactin receptor, FemA",880720,PA14_39820
PA1911,femR,"sigma factor regulator, FemR",878132,PA14_39810
PA1912,femI,"ECF sigma factor, FemI",878255,PA14_39800
PA1913,,hypothetical protein,880930,PA14_39790
PA1914,,conserved hypothetical protein,878271,PA14_39780
PA1915,,hypothetical protein,878593,PA14_39770
PA1916,,probable amino acid permease,877986,PA14_39750
PA1917,,hypothetical protein,877823,PA14_39730
PA1918,,hypothetical protein,878625,PA14_39720
PA1919,nrdG,"class III (anaerobic) ribonucleoside-triphosphate reductase activating protein, 'activase', NrdG",880910,PA14_39710
PA1920,nrdD,"class III (anaerobic) ribonucleoside-triphosphate reductase subunit, NrdD",882172,PA14_39690
PA1921,,hypothetical protein,882274,PA14_39660
PA1922,,probable TonB-dependent receptor,882181,PA14_39650
PA1923,,hypothetical protein,882138,PA14_39640
PA1924,,hypothetical protein,878418,PA14_39630
PA1925,,hypothetical protein,882119,PA14_39620
