PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_20491,,acetyltransferase,878154,PA3368
PA14_20500,,tRNA-Arg,,
PA14_20510,,hypothetical protein,882963,PA2457
PA14_20520,,hypothetical protein,,
PA14_20530,,hypothetical protein,,
PA14_20550,,hypothetical protein,877817,PA3367
PA14_20560,amiE,acylamide amidohydrolase,877816,PA3366
PA14_20570,,chaperone,877799,PA3365
PA14_20580,amiC,aliphatic amidase expression-regulating protein,877798,PA3364
PA14_20590,amiR,aliphatic amidase regulator,880573,PA3363
PA14_20600,,hypothetical protein,,
PA14_20610,lecB,fucose-binding lectin PA-IIL,882528,PA3361
PA14_20620,,HlyD family secretion protein,882527,PA3360
PA14_20630,,hypothetical protein,882526,PA3359
PA14_20640,,hypothetical protein,882525,PA3358
PA14_20650,dsdA,D-serine dehydratase,882524,PA3357
PA14_20670,,glutamine synthetase,882523,PA3356
PA14_20680,,MFS transporter,882522,PA3355
PA14_20690,,hypothetical protein,882521,PA3354
PA14_20700,,glycosyltransferase,882520,PA3353
PA14_20720,flgN,hypothetical protein,882519,PA3352
PA14_20730,flgM,hypothetical protein,882518,PA3351
PA14_20740,flgA,flagellar basal body P-ring biosynthesis protein FlgA,882517,PA3350
PA14_20750,,chemotaxis protein,882516,PA3349
PA14_20760,,chemotaxis protein methyltransferase,882515,PA3348
PA14_20770,,hypothetical protein,882514,PA3347
PA14_20780,,two-component response regulator,882513,PA3346
PA14_20800,,histidine phosphotransfer domain-containing protein,882510,PA3345
PA14_20810,recQ,ATP-dependent DNA helicase RecQ,882509,PA3344
PA14_20820,,two-component response regulator,882508,PA3343
PA14_20840,,hypothetical protein,882507,PA3342
PA14_20850,,MarR family transcriptional regulator,882506,PA3341
PA14_20860,,Tfp pilus assembly protein FimV,882505,PA3340
PA14_20870,,hypothetical protein,882504,PA3339
PA14_20880,,hypothetical protein,882503,PA3338
PA14_20890,rfaD,ADP-L-glycero-D-manno-heptose-6-epimerase,882502,PA3337
PA14_20900,,MFS transporter,882501,PA3336
PA14_20920,,hypothetical protein,882500,PA3335
PA14_20940,,acyl carrier protein,882499,PA3334
PA14_20950,fabH2,3-oxoacyl-ACP synthase,882498,PA3333
PA14_20960,,isomerase,882497,PA3332
PA14_20970,cyp23,cytochrome P450,882496,PA3331
PA14_20980,,short chain dehydrogenas,882495,PA3330
PA14_21000,,hypothetical protein,882494,PA3329
PA14_21010,,FAD-dependent monooxygenase,882493,PA3328
PA14_21020,,non-ribosomal peptide synthetase,882492,PA3327
PA14_21030,,ATP-dependent Clp protease proteolytic subunit,882491,PA3326
PA14_21040,,hypothetical protein,882490,PA3325
PA14_21050,,short chain dehydrogenase,882489,PA3324
PA14_21060,,hypothetical protein,882488,PA3323
PA14_21070,,MerR family transcriptional regulator,882487,PA3322
PA14_21080,,LysR family transcriptional activator,882486,PA3321
PA14_21090,,hypothetical protein,882485,PA3320
PA14_21110,plcN,non-hemolytic phospholipase C,882484,PA3319
PA14_21120,,hypothetical protein,882483,PA3318
PA14_21130,,outer membrane lipoprotein,882482,PA3317
PA14_21140,,ABC transporter permease,882481,PA3316
PA14_21150,,ABC transporter permease,882480,PA3315
PA14_21160,,ABC transporter ATP-binding protein,882479,PA3314
PA14_21175,,hypothetical protein,882478,PA3313
PA14_21180,,3-hydroxyisobutyrate dehydrogenase,882477,PA3312
PA14_21190,,hypothetical protein,882476,PA3311
PA14_21210,,hypothetical protein,882475,PA3310
PA14_21220,,hypothetical protein,882474,PA3309
PA14_21230,hepA,ATP-dependent helicase HepA,882473,PA3308
PA14_21240,,hypothetical protein,882472,PA3307
PA14_21250,alkB,hypothetical protein,882471,PA3306
PA14_21260,,hypothetical protein,,
PA14_21280,,hypothetical protein,882470,PA3305
PA14_21290,,hypothetical protein,882469,PA3304
PA14_21300,,MFS transporte,882468,PA3303
PA14_21310,phaJ1,hypothetical protein,882467,PA3302
PA14_21320,,hypothetical protein,882466,PA3301
PA14_21340,fadD2,long-chain-fatty-acid--CoA ligase,882465,PA3300
PA14_21370,fadD1,long-chain-fatty-acid--CoA ligase,882462,PA3299
PA14_21380,,hypothetical protein,882461,PA3298
PA14_21400,hrpA,ATP-dependent helicase,882460,PA3297
PA14_21410,phoA,alkaline phosphatase,882459,PA3296
PA14_21440,,HIT family protein,882458,PA3295
PA14_21450,,hypothetical protein,882457,PA3294
PA14_21460,,hypothetical protein,882456,PA3293
PA14_21470,,hypothetical protein,882455,PA3292
PA14_21480,,hypothetical protein,882454,PA3291
PA14_21490,,hypothetical protein,882453,PA3290
PA14_21510,,hypothetical protein,882452,PA3289
PA14_21520,,hypothetical protein,882451,PA3288
PA14_21530,,ankyrin domain-containing protein,882450,PA3287
PA14_21540,,3-oxoacyl-ACP synthase,882449,PA3286
PA14_21550,,RNA polymerase ECF-subfamily sigma-70 factor,882448,PA3285
PA14_21560,,hypothetical protein,,
PA14_21570,,hypothetical protein,882447,PA3284
PA14_21580,,hypothetical protein,882446,PA3283
PA14_21590,,hypothetical protein,882445,PA3282
PA14_21600,,hypothetical protein,882444,PA3281
PA14_21610,oprO,pyrophosphate-specific outer membrane porin OprO precursor,882443,PA3280
PA14_21620,oprP,phosphate-specific outer membrane porin OprP precursor,882442,PA3279
PA14_21630,,hypothetical protein,882441,PA3278
PA14_21640,,short chain dehydrogenase,882440,PA3277
PA14_21650,,hypothetical protein,882439,PA3276
PA14_21660,,hypothetical protein,882438,PA3275
PA14_21670,,hypothetical protein,882437,PA3274
PA14_21680,,hypothetical protein,882436,PA3273
PA14_21690,,ATP-dependent DNA helicase,882435,PA3272
PA14_21700,,two-component sensor,882434,PA3271
PA14_21710,,hypothetical protein,882433,PA3270
PA14_21720,,AraC family transcriptional regulator,882432,PA3269
PA14_21730,,TonB-dependent receptor,882431,PA3268
PA14_21750,,hypothetical protein,882430,PA3267
PA14_21760,capB,cold acclimation protein B,882429,PA3266
PA14_21770,,DMT family permease,882428,PA3265
PA14_21780,,transporter,882427,PA3264
PA14_21790,rdgC,recombination associated protein,882426,PA3263
PA14_21800,,tRNA-Val,,
PA14_21810,,tRNA-Asp,,
PA14_21820,,"peptidyl-prolyl cis-trans isomerase, FkbP-type",882425,PA3262
PA14_21830,,hypothetical protein,,
PA14_21840,,hypothetical protein,882424,PA3261
PA14_21850,,transcriptional regulator,882423,PA3260
PA14_21860,,hypothetical protein,882422,PA3259
PA14_21870,,EAL domain/GGDEF domain-containing protein,882421,PA3258
PA14_21880,tsp,periplasmic tail-specific protease,882420,PA3257
PA14_21890,,oxidoreductase,882419,PA3256
PA14_21900,,HAD-superfamily hydrolase,882418,PA3255
PA14_21910,,ABC transporter ATP-binding protein,882417,PA3254
PA14_21920,,ABC transporter permease,882416,PA3253
PA14_21930,,ABC transporter permease,882415,PA3252
PA14_21940,,hypothetical protein,882414,PA3251
PA14_21960,,hypothetical protein,882413,PA3250
PA14_21970,,transcriptional regulator,882412,PA3249
PA14_21980,,hypothetical protein,882411,PA3248
PA14_21990,,aminopeptidase 2,882410,PA3247
PA14_22000,rluA,pseudouridine synthase,882409,PA3246
PA14_22010,minE,cell division topological specificity factor MinE,882408,PA3245
PA14_22020,minD,cell division inhibitor MinD,882407,PA3244
PA14_22040,minC,septum formation inhibitor,882406,PA3243
PA14_22050,htrB,lipid A biosynthesis lauroyl acyltransferase,882405,PA3242
PA14_22060,,hypothetical protein,882404,PA3241
PA14_22075,,pirin-related protein,882403,PA3240
PA14_22080,,resolvase,,
PA14_22090,,hypothetical protein,,
PA14_22100,,hypothetical protein,,
PA14_22110,,hypothetical protein,,
PA14_22120,,hypothetical protein,,
PA14_22130,,hypothetical protein,,
PA14_22140,,hypothetical protein,,
PA14_22160,,hypothetical protein,,
PA14_22180,,hypothetical protein,,
PA14_22190,,hypothetical protein,,
PA14_22210,,hypothetical protein,,
PA14_22220,,hypothetical protein,,
PA14_22230,,hypothetical protein,,
PA14_22240,,hypothetical protein,,
PA14_22250,,hypothetical protein,,
PA14_22260,,hypothetical protein,,
PA14_22270,,recombinase,,
PA14_22280,,pirin-related protein,,
PA14_22290,vacJ,hypothetical protein,882402,PA3239
PA14_22310,,hypothetical protein,882401,PA3238
PA14_22320,,hypothetical protein,882398,PA3237
PA14_22330,,glycine betaine-binding protein,882397,PA3236
PA14_22340,,hypothetical protein,882396,PA3235
PA14_22350,actP,acetate permease,882395,PA3234
PA14_22370,,hypothetical protein,882394,PA3233
PA14_22380,,DNA polymerase III subunit epsilon,882393,PA3232
PA14_22400,,hypothetical protein,882392,PA3231
PA14_22410,,hypothetical protein,882391,PA3230
PA14_22420,,hypothetical protein,882400,PA3229
PA14_22440,,ABC transporter ATP-binding protein/permease,882399,PA3228
PA14_22450,ppiA,peptidyl-prolyl cis-trans isomerase A,882464,PA3227
PA14_22460,,alpha/beta hydrolase,882463,PA3226
PA14_22470,,LysR family transcriptional regulator,882530,PA3225
PA14_22480,,hypothetical protein,882529,PA3224
PA14_22490,acpD,ACP phosphodieterase,882554,PA3223
PA14_22500,,protein-disulfide isomerase,,
PA14_22510,,hypothetical protein,,
PA14_22520,,hypothetical protein,,
PA14_22530,,glutathione S-transferase,,
PA14_22540,,flavodoxin,,
PA14_22550,,LysR family transcriptional regulator,,
PA14_22560,,permease,882553,PA3222
PA14_22570,csaA,CsaA protein,882552,PA3221
PA14_22580,,AraC family transcriptional regulator,882548,PA3220
PA14_22590,,hypothetical protein,882547,PA3219
PA14_22600,,glycosyl transferase family protein,,
PA14_22620,cyaB,hypothetical protein,882555,PA3217
PA14_22630,,hypothetical protein,882542,PA3216
PA14_22640,,AraC family transcriptional regulator,882541,PA3215
PA14_22650,,ABC transporter,882540,PA3214
PA14_22660,,hypothetical protein,882539,PA3213
PA14_22670,,ABC transporter ATP-binding protein,882551,PA3212
PA14_22680,,ABC transporter permease,882550,PA3211
PA14_22690,trkH,potassium uptake protein TrkH,882536,PA3210
PA14_22700,,ferredoxin,882535,PA3209
PA14_22710,,hypothetical protein,882538,PA3208
PA14_22720,,hypothetical protein,882537,PA3207
PA14_22730,,two-component sensor,882546,PA3206
PA14_22740,,hypothetical protein,882545,PA3205
PA14_22760,cpxR,two-component response regulator,882544,PA3204
PA14_22770,,hypothetical protein,882543,PA3203
PA14_22780,yciI,YciI-like protein,882574,PA3202
PA14_22800,yciB,intracellular septation protein A,882573,PA3201
PA14_22820,,PHP domain-containing protein,882532,PA3200
PA14_22830,,SUA5/yciO/yrdC family:Sua5/YciO/YrdC/YwlC family protein,882531,PA3199
PA14_22840,,hypothetical protein,882390,PA3198
PA14_22860,,transcriptional regulator,882389,PA3197
PA14_22870,,hypothetical protein,882830,PA3196
PA14_22880,,Fe-S protein,,
PA14_22890,gapA,glyceraldehyde-3-phosphate dehydrogenase,882829,PA3195
PA14_22910,edd,phosphogluconate dehydratase,882909,PA3194
PA14_22930,glk,glucokinase,882908,PA3193
PA14_22940,gltR,two-component response regulator GltR,882907,PA3192
PA14_22960,,two-component sensor,882906,PA3191
PA14_22980,,sugar ABC transporter substrate-binding protein,882901,PA3190
PA14_22990,,ABC sugar transporter permease,882900,PA3189
PA14_23000,,ABC sugar transporter permease,880540,PA3188
PA14_23010,gltK,ABC transporter ATP-binding protein,880539,PA3187
PA14_23030,oprB,glucose/carbohydrate outer membrane porin OprB precursor,882788,PA3186
PA14_23050,,hypothetical protein,882619,PA3185
PA14_23060,hexR,DNA-binding transcriptional regulator HexR,882618,PA3184
PA14_23070,zwf,glucose-6-phosphate 1-dehydrogenase,882681,PA3183
PA14_23080,pgl,6-phosphogluconolactonase,882680,PA3182
PA14_23090,,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,882580,PA3181
PA14_23100,,hypothetical protein,882579,PA3180
PA14_23110,,hypothetical protein,882705,PA3179
PA14_23120,,hypothetical protein,882704,PA3178
PA14_23130,,sensory box GGDEF domain-containing protein,882661,PA3177
PA14_23160,gltS,sodium/glutamate symporter,882660,PA3176
PA14_23170,,formimidoylglutamase,882685,PA3175
PA14_23190,,transcriptional regulator,882684,PA3174
PA14_23200,,short chain dehydrogenase,882633,PA3173
PA14_23210,,phosphoglycolate phosphatase,882632,PA3172
PA14_23220,ubiG,3-demethylubiquinone-9 3-methyltransferase,882673,PA3171
PA14_23240,,N-ethylammeline chlorohydrolase,882672,PA3170
PA14_23250,mtnA,methylthioribose-1-phosphate isomerase,882801,PA3169
PA14_23260,gyrA,DNA gyrase subunit A,882800,PA3168
PA14_23270,serC,phosphoserine aminotransferase,882700,PA3167
PA14_23280,pheA,chorismate mutase,882699,PA3166
PA14_23290,hisC2,histidinol-phosphate aminotransferase,882694,PA3165
PA14_23310,,bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase,,
PA14_23320,cmk,cytidylate kinase,878958,PA3163
PA14_23330,rpsA,30S ribosomal protein S1,882562,PA3162
PA14_23340,ihfB,integration host factor subunit beta,882561,PA3161
PA14_23350,orfA,hypothetical protein,,
PA14_23360,wzz,O-antigen chain length regulator,879922,PA3160
PA14_23370,orfK,UDP-N-acetylglucosamine 2-epimerase,882693,PA3148
PA14_23380,orfH,UDP-N-acetyl-D-mannosaminuronate dehydrogenase,,
PA14_23390,orfE,polysaccharide biosynthesis protein,,
PA14_23400,,hypothetical protein,,
PA14_23410,orfJ,glycosyl transferase family protein,,
PA14_23420,,zinc-binding dehydrogenase,,
PA14_23430,,heparinase,,
PA14_23440,orfL,group 1 glycosyl transferase,,
PA14_23450,orfM,NAD dependent epimerase/dehydratase,882698,PA3146
PA14_23460,orfN,group 4 glycosyl transferase,882697,PA3145
PA14_23470,wbpM,nucleotide sugar epimerase/dehydratase WbpM,882583,PA3141
PA14_23480,,hypothetical protein,882703,PA3140
PA14_23490,,tRNA-Asn,,
PA14_23500,tyrB,aromatic amino acid aminotransferase,882671,PA3139
PA14_23510,uvrB,excinuclease ABC subunit B,882670,PA3138
PA14_23520,,MFS transporter,882603,PA3137
PA14_23530,,secretion protein,882602,PA3136
PA14_23540,act,transcriptional regulator,882648,PA3135
PA14_23560,gltX,glutamyl-tRNA synthetase,882647,PA3134
PA14_23570,,tRNA-Ala,,
PA14_23580,,tRNA-Glu,,
PA14_23590,,transcriptional regulator,880097,PA3133
PA14_23610,,hydrolase,879953,PA3132
PA14_23620,kdgA,aldolase,879952,PA3131
PA14_23630,,hypothetical protein,877974,PA3130
PA14_23640,,hypothetical protein,877973,PA3129
PA14_23650,,short chain dehydrogenase,882636,PA3128
PA14_23670,,hypothetical protein,882635,PA3127
PA14_23680,ibpA,heat-shock protein IbpA,882640,PA3126
PA14_23690,,secreted protein,882639,PA3125
PA14_23700,,LysR family transcriptional regulator,878817,PA3124
PA14_23720,,translation initiation inhibitor,878816,PA3123
PA14_23730,,LysR family transcriptional regulator,882828,PA3122
PA14_23750,leuC,isopropylmalate isomerase large subunit,882827,PA3121
PA14_23760,leuD,isopropylmalate isomerase small subunit,882818,PA3120
PA14_23770,,biotin synthesis protein,882813,PA3119
PA14_23790,leuB,3-isopropylmalate dehydrogenase,882812,PA3118
PA14_23800,asd,aspartate-semialdehyde dehydrogenase,882803,PA3117
PA14_23810,,aspartate-semialdehyde dehydrogenase,882802,PA3116
PA14_23830,fimV,pilus assembly protein,879911,PA3115
PA14_23840,truA,tRNA pseudouridine synthase A,879910,PA3114
PA14_23850,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,877681,PA3113
PA14_23860,accD,acetyl-CoA carboxylase subunit beta,877680,PA3112
PA14_23880,folC,folylpolyglutamate synthetase,879056,PA3111
PA14_23890,,hypothetical protein,879055,PA3110
PA14_23900,cvpA,hypothetical protein,879903,PA3109
PA14_23920,purF,amidophosphoribosyltransferase,880477,PA3108
PA14_23930,metZ,O-succinylhomoserine sulfhydrylase,880476,PA3107
PA14_23950,,oxidoreductase,880115,PA3106
PA14_23970,xcpQ,general secretion pathway protein D,880114,PA3105
PA14_23980,xcpP,secretion protein XcpP,877805,PA3104
PA14_23990,xcpR,general secretion pathway protein E,877804,PA3103
PA14_24010,xcpS,general secretion pathway protein F,878732,PA3102
PA14_24020,xcpT,general secretion pathway protein G,878731,PA3101
PA14_24040,xcpU,general secretion pathway outer membrane protein H precursor,882756,PA3100
PA14_24050,xcpV,general secretion pathway protein I,882777,PA3099
PA14_24060,xcpW,general secretion pathway protein J,882776,PA3098
PA14_24070,xcpX,general secretion pathway protein K,882779,PA3097
PA14_24080,xcpY,general secretion pathway protein L,882778,PA3096
PA14_24100,xcpZ,general secretion pathway protein M,882766,PA3095
PA14_24140,,AraC family transcriptional regulator,882761,PA3094
PA14_24150,,hypothetical protein,879830,PA3093
PA14_24170,fadH1,"2,4-dienoyl-CoA reductase",879829,PA3092
PA14_24180,,hypothetical protein,882747,PA3091
PA14_24190,,1-aminocyclopropane-1-carboxylate deaminase,,
PA14_24210,,hypothetical protein,882737,PA3089
PA14_24220,ppnK,inorganic polyphosphate/ATP-NAD kinase,882736,PA3088
PA14_24230,,hypothetical protein,882729,PA3087
PA14_24240,,hypothetical protein,882728,PA3086
PA14_24245,,hypothetical protein,882721,PA3085
PA14_24260,,hypothetical protein,882720,PA3084
PA14_24270,pepN,aminopeptidase,882952,PA3083
PA14_24290,gbt,glycine betaine transmethylase,882950,PA3082
PA14_24300,,hypothetical protein,882949,PA3081
PA14_24310,,BNR/Asp-box repeat-containing protein,882960,PA3080
PA14_24330,,hypothetical protein,882959,PA3079
PA14_24340,,two-component sensor,882975,PA3078
PA14_24350,,two-component response regulator,882974,PA3077
PA14_24360,,hypothetical protein,,
PA14_24370,,hypothetical protein,878348,PA3076
PA14_24380,,hypothetical protein,878347,PA3075
PA14_24390,,hypothetical protein,879109,PA3074
PA14_24400,,von Willebrand factor A,879108,PA3073
PA14_24410,,hypothetical protein,878809,PA3072
PA14_24420,,hypothetical protein,878808,PA3071
PA14_24430,,hypothetical protein,878739,PA3070
PA14_24440,,lipoprotein,878738,PA3069
PA14_24445,gdhB,NAD-dependent glutamate dehydrogenase,878664,PA3068
PA14_24480,pelA,hypothetical protein,878833,PA3064
PA14_24490,pelB,hypothetical protein,878832,PA3063
PA14_24500,pelC,lipoprotein,880406,PA3062
PA14_24510,pelD,hypothetical protein,880405,PA3061
PA14_24530,pelE,hypothetical protein,879153,PA3060
PA14_24550,pelF,hypothetical protein,879152,PA3059
PA14_24560,pelG,hypothetical protein,879929,PA3058
PA14_24570,,hypothetical protein,879928,PA3057
PA14_24580,,hypothetical protein,882871,PA3056
PA14_24590,,hypothetical protein,882870,PA3055
